id,college_name,college_city,college_state
25166,"MKM Indian Institute of Management, Jaipur",Jaipur,Rajasthan
25167,"Subodh Institute of Management & Carrer Studies (SIMCS), Jaipur",Jaipur,Rajasthan
25168,"ICG Institute of Educational Research & Development (IIERD), Jaipur",Jaipur,Rajasthan
25169,"Devi Institute of Nursing College, Jaipur",Jaipur,Rajasthan
25170,"Sanskar College of Nursing, Jaipur",Jaipur,Rajasthan
25171,"Shri Radha Raman Nursing College, Jaipur",Jaipur,Rajasthan
25172,"Shivaji College of Nursing, Chomu",Jaipur,Rajasthan
25173,"Liberty College of Nursing, Mansarovar",Jaipur,Rajasthan
25174,"Sahnaaj College of Nursing, Jaipur",Jaipur,Rajasthan
25175,"Mother Teresa Nursing And Paramedical Institute, Jaipur",Jaipur,Rajasthan
25176,"Saint Florence College of Nursing, Jaipur",Jaipur,Rajasthan
25177,"Symbiosis Institute of Nursing, Mansarovar",Jaipur,Rajasthan
25178,"Shree Ram College of Nursing, Jaipur",Jaipur,Rajasthan
25179,"Superking College of Nursing, Jaipur",Jaipur,Rajasthan
25180,"D H College of Nursing, Sanganer",Jaipur,Rajasthan
25181,"Dhanwantri Institute of Medical Science (College of Nursing), Mansarovar",Jaipur,Rajasthan
25182,"Rawat College of Nursing, Jaipur",Jaipur,Rajasthan
25183,"Saket College of Nursing, Jaipur",Jaipur,Rajasthan
25184,"Pink City College of Nursing, Khatipura",Jaipur,Rajasthan
25185,"Maa Gayatri College of Post Basic B Sc Nursing, Udaipur",Jaipur,Rajasthan
25186,"Jaipur College of Post Basic Nursing, Bhankrota",Jaipur,Rajasthan
25187,"Govt College of Post Basic B Sc Nursing, Jaipur",Jaipur,Rajasthan
25188,"Dhanvantri Institute of Medical Science, Mansarovar",Jaipur,Rajasthan
25189,"Star Nursing College, Jaipur",Jaipur,Rajasthan
25190,"Mahatma Jyotiba Fule College of Physiotherapy, Chomu",Jaipur,Rajasthan
25191,"Jaipur Occupational Therapy College & Hospital, Jaipur",Jaipur,Rajasthan
25192,"Institute of Medical Technology and Nursing Education, Jaipur",Jaipur,Rajasthan
25193,"Brain waves College of Physiotherapy & Allied Health Sciences & Hospital, Jaipur",Jaipur,Rajasthan
25194,"Jaipur Hospital College of Physiotherapy, Mansarovar",Jaipur,Rajasthan
25195,"Swasthya Kalyan Institute of Naturopathy and Yogi Science, Jaipur",Jaipur,Rajasthan
25196,"ARYA College of Management Education (ACME), Jaipur",Jaipur,Rajasthan
25197,"Rajdhani Institute of Technology and Management, Jaipur",Jaipur,Rajasthan
25198,"Apaji Institute Of Mathematics And Applied Computer Technology, Jaipur",Jaipur,Rajasthan
25199,"Maharishi Arvind Insitute of Management Studies, Jaipur",Jaipur,Rajasthan
25200,"Public Health Training Institute SMS Medical College, Jaipur",Jaipur,Rajasthan
25201,"Deepshikha College of Pharmacy, Jaipur",Jaipur,Rajasthan
25202,"Deepshikha Law College, Jaipur",Jaipur,Rajasthan
25203,"Jaipur College of Pharmacy (JCP), Jaipur",Jaipur,Rajasthan
25204,"Rajputana Ayurved & Unani Tibbia College, Jaipur",Jaipur,Rajasthan
25205,Sant Jayacharya Mahila Mahavidyalaya College Jaipur Rajasthan,Jaipur,Rajasthan
25206,"Rupam National Institute Of Electronic Communication, JaiPur",Jaipur,Rajasthan
25207,"Rajputana Ayurveda Unani Tibbi College,Jaipur",Jaipur,Rajasthan
25208,"College of Nursing, Jaipur",Jaipur,Rajasthan
25209,Jaipur Institute for Integrated Learning in Management,Jaipur,Rajasthan
25210,PIIT - Poddar Institute of Information Technology,Jaipur,Rajasthan
25211,R.A.POTDAR INSTITUTE OF MANAGEMENT,Jaipur,Rajasthan
25212,S.B.J.S Rampurian Jain College Institute Of Management Studies,Jaipur,Rajasthan
25213,The Institute of Development Studies,Jaipur,Rajasthan
25214,Arch Institute of Fashion & Design,Jaipur,Rajasthan
25215,ASSOCIATION OF STATE TRAINING INSTITUTIONS IN INDIA,Jaipur,Rajasthan
25216,CENTRE FOR MANAGEMENT STUDIES AND INDUSTRLIAL COLLEBERATION,Jaipur,Rajasthan
25217,JECRC University,Jaipur,Rajasthan
25218,Other,Jaipur,Rajasthan
25219,"Indian Institute of Information Technology , Kota",Jaipur,Rajasthan
25220,Manipal University,Jaipur,Rajasthan
25221,"University Maharaja College,Jaipur",Jaipur,Rajasthan
25222,University of Rajasthan,Jaipur,Rajasthan
25223,Maharani college,Jaipur,Rajasthan
25224,"Veena Memorial College of Education, Karauli",Karauli,Rajasthan
25225,"Sorabh College of Teacher Training, Karauli",Karauli,Rajasthan
25226,"Government College, Hindaun City",Karauli,Rajasthan
25227,"Government College, Nadauti",Karauli,Rajasthan
25228,"Shri Ram College, Hindaun City",Karauli,Rajasthan
25229,"Ramdulari Teachers Training College, Hindauncity",Karauli,Rajasthan
25230,"Adarsh Physical Teacher Training College, Karauli",Karauli,Rajasthan
25231,"Veena Memorial Law College, Karauli",Karauli,Rajasthan
25232,"Bhagwan Mahaveer Teachers Training College, Karauli",Karauli,Rajasthan
25233,"Mother Teresa Teachers Training College, Karauli",Karauli,Rajasthan
25234,"Nirmal Teachers Training College, Karauli",Karauli,Rajasthan
25235,"Nehru College Of Education, Karauli",Karauli,Rajasthan
25236,"Vivekanand Teachers Training College, Karauli",Karauli,Rajasthan
25237,"Shri Agarsen Mahila Teachers Training College, Karauli",Karauli,Rajasthan
25238,"Veena Memorial Teacher Training College, Karauli",Karauli,Rajasthan
25239,"Rajasthan Teachers Training College, Karauli",Karauli,Rajasthan
25240,"Rajiv Gandhi Mahavidhyalaya, Nadoti",Karauli,Rajasthan
25241,"Nirmal Mahavidhyalaya, Hindauncity",Karauli,Rajasthan
25242,"Satya Sadhna Mahavidhyalaya, Todabhim",Karauli,Rajasthan
25243,"Rajiv Gramin Vikas College, Todabhim",Karauli,Rajasthan
25244,"Shree Maa Mahavidhyalaya, Sapotra",Karauli,Rajasthan
25245,"Veena Memorial Degree College, Karauli",Karauli,Rajasthan
25246,"Veena Institute of Technical Education Women Polytechnic College, Karauli",Karauli,Rajasthan
25247,"Veena Memorial Industrial Training Center, Karauli",Karauli,Rajasthan
25248,"Vijay Singh Pathik Mahavidyalaya, Karauli",Karauli,Rajasthan
25249,"Shree Agrasen Girls College, Hindauncity",Karauli,Rajasthan
25250,"Government College, Todabhim",Karauli,Rajasthan
25251,"Government College, Karauli",Karauli,Rajasthan
25252,"Government Girls College, Karauli",Karauli,Rajasthan
25253,Other,Karauli,Rajasthan
25254,"Mittal College Of Nursing, Ajmer",Ajmer,Rajasthan
25255,"R R College Of Nursing, Ajmer",Ajmer,Rajasthan
25256,"Engineering College, Ajmer",Ajmer,Rajasthan
25257,"Star Infotech College, Ajmer",Ajmer,Rajasthan
25258,"Shri Vardhman Kanya PG Mahavidyalaya, Beawar",Ajmer,Rajasthan
25259,"Smt Rama Devi BEd College, Bijainagar",Ajmer,Rajasthan
25260,"Tak Shiksha Niketan T T College, Ajmer",Ajmer,Rajasthan
25261,"Hukum Chand Nobel Institute Of Science & Technolgy, Ajmer",Ajmer,Rajasthan
25262,"Institute Of Advance Studies in Education, Ajmer",Ajmer,Rajasthan
25263,"Regional Institute Of Education, Ajmer",Ajmer,Rajasthan
25264,"Agarwal Girls College, Kishangarh",Ajmer,Rajasthan
25265,"Arya Narayani Devi Teacher Training College, Ajmer",Ajmer,Rajasthan
25266,"Dayanand College, Ajmer",Ajmer,Rajasthan
25267,Barefoot College,Ajmer,Rajasthan
25268,"Faculty of Management Studies, Maharshi Dayanand Saraswati University, Ajmer",Ajmer,Rajasthan
25269,"Aryabhatta College of Engineering & Research Center, Ajmer",Ajmer,Rajasthan
25270,"Food Craft Institute, Ajmer",Ajmer,Rajasthan
25271,"System College, Ajmer",Ajmer,Rajasthan
25272,"Sant Bhagwati Das Mahavidyalaya, Rajgarh",Ajmer,Rajasthan
25273,"Haribhau Upadhyay Mahila T T College, Ajmer",Ajmer,Rajasthan
25274,"Government Higher Education Teachers Training College, Ajmer",Ajmer,Rajasthan
25275,"Nirmala Kothari Mahavidyalaya, Sawar",Ajmer,Rajasthan
25276,"Shramjeevi College, Ajmer",Ajmer,Rajasthan
25277,"Samajh PG College, Ajmer",Ajmer,Rajasthan
25278,"Sophia Girls' College, Ajmer",Ajmer,Rajasthan
25279,"Savitri Girls College, Ajmer",Ajmer,Rajasthan
25280,"Government Girls College, Ajmer",Ajmer,Rajasthan
25281,"Government College, Kekri",Ajmer,Rajasthan
25282,"Government College, Ajmer",Ajmer,Rajasthan
25283,"Government College, Nasirabad",Ajmer,Rajasthan
25284,"Central Academy Teachers Training College, Ajmer",Ajmer,Rajasthan
25285,"Govt Ayurvedic Nursing Center,Ajmer",Ajmer,Rajasthan
25286,"Jawaharlal Nehru Medical College, Ajmer",Ajmer,Rajasthan
25287,"Aryan International College, Ajmer",Ajmer,Rajasthan
25288,"School of Aeronautics, Neemrana",Ajmer,Rajasthan
25289,"S D Government College, Beawar",Ajmer,Rajasthan
25290,"J L N Medical College & Hospital, Ajmer",Ajmer,Rajasthan
25291,"St Wilfreds Institute of Engineering & Technology, Ajmer",Ajmer,Rajasthan
25292,"St Wilfreds Institute of Architecture, Ajmer",Ajmer,Rajasthan
25293,"St Wilfreds PG College, Ajmer",Ajmer,Rajasthan
25294,"Management & Commerce Institute of Global Synergy, Ajmer",Ajmer,Rajasthan
25295,"Ajmer Institute of Technology, Ajmer",Ajmer,Rajasthan
25296,"JLN Medical College (College of Nursing), Ajmer",Ajmer,Rajasthan
25297,"S M S College of Nursing , Ajmer",Ajmer,Rajasthan
25298,"Mittal College of Post Basic B Sc Nursing, Ajmer",Ajmer,Rajasthan
25299,"Bright India Mahila Shikshak Prashikshan Mahavidyalaya, Ajmer",Ajmer,Rajasthan
25300,"Maa Saraswati Shikshak Prashikshan Mahavidyalaya, Ajmer",Ajmer,Rajasthan
25301,"Gurukul Teachers Institute, Kekri",Ajmer,Rajasthan
25302,"S S Rathore Memorial T T College, Ajmer",Ajmer,Rajasthan
25303,"St Stephen Educational Society, Madanganj",Ajmer,Rajasthan
25304,"Ajmer IT College, Ajmer",Ajmer,Rajasthan
25305,"Tank Shiksha Niketan TT College, Ajmer",Ajmer,Rajasthan
25306,"Hari Bhau Upadhyaya Mahila Shikshak Prashikshan Mahavidyalaya, Hatundi",Ajmer,Rajasthan
25307,"Jialal Institute of Education, Ajmer",Ajmer,Rajasthan
25308,"K D JainMahila Mahavidyalaya, Kishangarh",Ajmer,Rajasthan
25309,"Lawrence & Mayo Girls College, Ajmer",Ajmer,Rajasthan
25310,"Narayana Shikshak Prashikshan Mahavidyalaya, Ajmer",Ajmer,Rajasthan
25311,"RSVVSPS College, Ajmer",Ajmer,Rajasthan
25312,"Sanatan Dharm Physical Education Teacher's Training College, Kekri",Ajmer,Rajasthan
25313,"SMS Mahila Shikshak Prashikshan Mahavidyalaya, Beawar",Ajmer,Rajasthan
25314,"Suraj Narayan Pareek Mahila T T College, Pushkar",Ajmer,Rajasthan
25315,"Sanskriti Computer Education College, Beawar",Ajmer,Rajasthan
25316,"Seth Phool Chand Chhitarmal Jain Mahavidyalaya, Pisangan",Ajmer,Rajasthan
25317,"Mishri Lal Dubey Girls T T College, Kekri",Ajmer,Rajasthan
25318,"Shri Onkar Singh Memorial Women Teachers Training College, Ajmer",Ajmer,Rajasthan
25319,"Shri Jain College, Kekri",Ajmer,Rajasthan
25320,"Shri Pragya Mahavidyalaya., Bijainagar",Ajmer,Rajasthan
25321,"T N Mishra Memorial College, Ajmer",Ajmer,Rajasthan
25322,"Tagore T T College, Kekri",Ajmer,Rajasthan
25323,"Alok Vigyan Mahavidyalaya, Kekri",Ajmer,Rajasthan
25324,"Aryabhatt International College, Ajmer",Ajmer,Rajasthan
25325,"Bala Satiji Mahila Shikshak Prashikshan Mahavidyalaya, Ajmer",Ajmer,Rajasthan
25326,"Beawar College of Management, Science & Technology, Beawar",Ajmer,Rajasthan
25327,"Dayanand Arya Balika Mahavidyalaya, Beawar",Ajmer,Rajasthan
25328,"Gayatri Shaktipeeth Kanya Mahavdiyalaya, Pushkar",Ajmer,Rajasthan
25329,"Government College, Kishangarh",Ajmer,Rajasthan
25330,"Government Law College, Ajmer",Ajmer,Rajasthan
25331,"Gulab Devi Mundra Mahila Mahavidyalaya, Masuda",Ajmer,Rajasthan
25332,"Seth HBM Adarsh Degree College, Ajmer",Ajmer,Rajasthan
25333,"Inter National Institute of Fashion Design (INIFD), Ajmer",Ajmer,Rajasthan
25334,"FACULTY OF MANAGEMENT STUDIES, AJMER",Ajmer,Rajasthan
25335,Other,Ajmer,Rajasthan
25336,"Swami keshvanand institute of technology, management and gramothan",Ajmer,Rajasthan
25337,no collage,Ajmer,Rajasthan
25338,"Radhakrishnan Teachers Training College, Sawai Madhopur",Sawai,Rajasthan
25339,"Government College, Gangapur City",Sawai,Rajasthan
25340,"Bhagwati Mahavidhyalaya, Gangapurcity",Sawai,Rajasthan
25341,"Agrawal Kanya Mahavidhyalaya, Gangapurcity",Sawai,Rajasthan
25342,"Jamwai Kanya Mahavidhyalaya, Sawai Madhopur",Sawai,Rajasthan
25343,"Abhimanyu Mahavidhyalaya, Sawai Madhopur",Sawai,Rajasthan
25344,"Maharaja Hammir College, Sawai Madhopur",Sawai,Rajasthan
25345,"Thakur Madan Singh College, Sawai Madhopur",Sawai,Rajasthan
25346,"Anand Teachers Training College, Sawai Madhopur",Sawai,Rajasthan
25347,"Acharya Nanesh Teachers Training College, Sawai Madhopur",Sawai,Rajasthan
25348,"Sahid Captain Ripudaman Law College, Sawaimadhopur",Sawai,Rajasthan
25349,"Agarwal Mahila Teacher Training College, Gangapur City",Sawai,Rajasthan
25350,"Mahila Shiksha Gramin Mahila Vidhyapeeth, Mainpura",Sawai,Rajasthan
25351,"Saraswati Mahila Teachers Training College, Sawai Madhopur",Sawai,Rajasthan
25352,"Bhagwati Teachers Training College, Gangapurcity",Sawai,Rajasthan
25353,"KBM TT College, Bonli",Sawai,Rajasthan
25354,"Balaji Mahila Mahavidhyalaya, Mainpura",Sawai,Rajasthan
25355,"Bhagwati Kanya Mahavidyalaya, Gangapur City",Sawai,Rajasthan
25356,"Tagore Mahavidyalaya, Bonli",Sawai,Rajasthan
25357,"Ranthambore Mahavidyalaya, Sawai Madhopur",Sawai,Rajasthan
25358,"Government Girls College, Sawai Madhopur",Sawai,Rajasthan
25359,"Government College, Sawai Madhopur",Sawai,Rajasthan
25360,"Anand TT College, Sawai Madhopur",Sawai,Rajasthan
25361,Gulshan College of Nursing,Sawai,Rajasthan
25362,"Ranthambhore College of Nursing, Bajaria",Sawai,Rajasthan
25363,Other,Sawai,Rajasthan
25364,"Government Engineering College, Jhalawar",Jhalawar,Rajasthan
25365,"Government Birla College, Bhawani Mandi",Jhalawar,Rajasthan
25366,"Darshan Mahavidyalaya, Jhalrapatan",Jhalawar,Rajasthan
25367,"Tagore Mahavidhyalaya, Aklera",Jhalawar,Rajasthan
25368,"Swami Vivekanand College, Bhawanimandi",Jhalawar,Rajasthan
25369,"Millennium Teachers Training College, Aklera",Jhalawar,Rajasthan
25370,"Sigma Teachers Training College, Jhalawar",Jhalawar,Rajasthan
25371,"Darshan B Ed College, Jhalawar",Jhalawar,Rajasthan
25372,"Tagore Teachers Training College, Jhalawar",Jhalawar,Rajasthan
25373,"Swami Vivekanand Teachers Training College, Jhalawar",Jhalawar,Rajasthan
25374,"Great India Teacher Training College, Jhalawar",Jhalawar,Rajasthan
25375,"Vijaya Raje Mahila B Ed College, Jhalawar",Jhalawar,Rajasthan
25376,"Vardhman Teachers Training College, Jhalawar",Jhalawar,Rajasthan
25377,"Shrinath Mahavidhyalaya, Jhalawar",Jhalawar,Rajasthan
25378,"Eklavya Mahavidhyalaya, Jhalawar",Jhalawar,Rajasthan
25379,"Vardhman Mahavidhyalaya, Guradia",Jhalawar,Rajasthan
25380,"Vardhman Mahavidhyalaya, Chaumehla",Jhalawar,Rajasthan
25381,"Seth Ratan Lal Agrawal Mahavidhyalaya, Dug",Jhalawar,Rajasthan
25382,"Government Law College, Jhalawar",Jhalawar,Rajasthan
25383,"Government College, Jhalawar",Jhalawar,Rajasthan
25384,"Government Girls College, Jhalawar",Jhalawar,Rajasthan
25385,"Jhalawar Medical College, Jhalawar",Jhalawar,Rajasthan
25386,"Jhalawar Medical College Hospital, Jhalawar",Jhalawar,Rajasthan
25387,"SM S College of Nursing, Jhalawar",Jhalawar,Rajasthan
25388,"Mahatma Gandhi College of Nursing, Aklera",Jhalawar,Rajasthan
25389,Other,Jhalawar,Rajasthan
25390,"Daswani Nursing College, Kota",Kota,Rajasthan
25391,"Jaiswal Nursing College, Kota",Kota,Rajasthan
25392,"Kota College Of Pharmacy KCP, Ranpur",Kota,Rajasthan
25393,"IBB College Of Physiotherapy, Kota",Kota,Rajasthan
25394,"Maharishi Arvind International Institute of Technology, Kota",Kota,Rajasthan
25395,"Indian Institute of Information Technology (IIIT), Kota",Kota,Rajasthan
25396,"Om Kothari Institute of Management and Research (OKIMR), Kota",Kota,Rajasthan
25397,"Modi Institute of Management & Technology, Kota",Kota,Rajasthan
25398,"Bal Krishna Institute of Technology (BKIT), Kota",Kota,Rajasthan
25399,Engineering College (Kota),Kota,Rajasthan
25400,"SRD Modi College for Women, Kota",Kota,Rajasthan
25401,"Institute of Business and Biosciences (IBB), Kota",Kota,Rajasthan
25402,"Lzebra College Coaching, Kota",Kota,Rajasthan
25403,"Daswani Dental College & Research Centre, Ranpur",Kota,Rajasthan
25404,"Lord Budha Institute of Technology & Science, Kota",Kota,Rajasthan
25405,"Lord Buddha Institute of Technology & Science, Kota",Kota,Rajasthan
25406,"MDM College, Kota",Kota,Rajasthan
25407,"Kautilya Mahila Teachers Training College, Kota",Kota,Rajasthan
25408,"Janaki Devi Bajaj Government College for women, Kota",Kota,Rajasthan
25409,"Government PG College, Bundi",Kota,Rajasthan
25410,"Government Commerce College, Kota",Kota,Rajasthan
25411,"Government College, Kota",Kota,Rajasthan
25412,"Children T T College, Kota",Kota,Rajasthan
25413,"Bharti Teachers Training College, Kota",Kota,Rajasthan
25414,"Vaidehi Mahavidyalaya, Sangod",Kota,Rajasthan
25415,"Gurukul Mahavidyalaya, Kota",Kota,Rajasthan
25416,"Jain Diwakar Mahavidyalaya, Kota",Kota,Rajasthan
25417,"Excellent Law College, Kota",Kota,Rajasthan
25418,"Anasagar Mahila Teacher Training College, Kota",Kota,Rajasthan
25419,"Uma Shiv Teachers Training College, Kota",Kota,Rajasthan
25420,"Uma Shiv Memorial College of Education, Kota",Kota,Rajasthan
25421,"Sarvodaya Teacher Training College, Kota",Kota,Rajasthan
25422,"Aryan Institute Of Management, Kota",Kota,Rajasthan
25423,"Maharshi Gautam Teachers Training College, Kota",Kota,Rajasthan
25424,"Lal Bahadur Shastri (LBS) College, Kota",Kota,Rajasthan
25425,"Jawahar Lal Nehru Teachers Training College, Kota",Kota,Rajasthan
25426,"Dr Zakir Hussain MM Teacher Training College, Jhalawar",Kota,Rajasthan
25427,"P L Dubey Memorial Teachers Training College, Kota",Kota,Rajasthan
25428,"Shri Krishna Teachers Training College, Kota",Kota,Rajasthan
25429,"Maa Bharti Teachers Training College, Kota",Kota,Rajasthan
25430,"JLN B Ed College, Kota",Kota,Rajasthan
25431,"Pragati Teachers Training College, Kota",Kota,Rajasthan
25432,"Hitkari Mahila Teacher Training College, Kota",Kota,Rajasthan
25433,"Albert Einstein Womens Teachers Training College, Kota",Kota,Rajasthan
25434,"S K T T College, Kota",Kota,Rajasthan
25435,"Sarvodaya Mahila Teachers Training College, Kota",Kota,Rajasthan
25436,"Om Kothari Institute of Teacher Training, Kota",Kota,Rajasthan
25437,"Prashanti Teachers Training College, Kota",Kota,Rajasthan
25438,"Maharana Pratap Teachers Training College, Kota",Kota,Rajasthan
25439,"Lal Bahadur Shastri Teachers Training College, Kota",Kota,Rajasthan
25440,"Aklank Teachers Training College, Kota",Kota,Rajasthan
25441,"R M Memorial Teachers Training College, Kota",Kota,Rajasthan
25442,"Ramkrishan Parmahans Teacher Training College, Kota",Kota,Rajasthan
25443,"Ramanand Teacher Training College, Kota",Kota,Rajasthan
25444,"Balaji Mahila Teacher Training College, Kota",Kota,Rajasthan
25445,"Gopeshwar Teacher Training College, Kota",Kota,Rajasthan
25446,"Thakur Jai Singh College Of Information And Technology, Kota",Kota,Rajasthan
25447,"Kautilya Mahavidhyalaya, Nayagaon",Kota,Rajasthan
25448,"Arawali Kanya Mahavidyalaya, Itawa",Kota,Rajasthan
25449,"Sardar Patel Mahavidhyalaya, Itawa",Kota,Rajasthan
25450,"Maharshi Chyavan Degree College, Sultanpur",Kota,Rajasthan
25451,"Madhav Mahavidhyalaya, Sultanpur",Kota,Rajasthan
25452,"Modi Institute of Technology (MIT), Kota",Kota,Rajasthan
25453,"R N Modi Engineering College (RMEC), Kota",Kota,Rajasthan
25454,"Astha Mahavidhyalaya, Itawa",Kota,Rajasthan
25455,"M D Mission College, Keshavpura",Kota,Rajasthan
25456,"Maa Bharati Stanoktar Mahavidhyalaya, Kota",Kota,Rajasthan
25457,"Government Law College, Kota",Kota,Rajasthan
25458,"Sacred Heart College, Naya Nohara",Kota,Rajasthan
25459,"RDRK Jatia College, Ramganj Mandi",Kota,Rajasthan
25460,"Apex International Institute of Technology (AIIT), Kota",Kota,Rajasthan
25461,"Government Polytechnic College, Kota",Kota,Rajasthan
25462,"Medical College, Kota",Kota,Rajasthan
25463,"Om Kothari Institute of Management, Kota",Kota,Rajasthan
25464,"Govt Medical College & Hospital, Kota",Kota,Rajasthan
25465,"JDB Government PG College, Kota",Kota,Rajasthan
25466,"Sudha College of Nursing, Kota",Kota,Rajasthan
25467,"Aklank Girls PG College, Kota",Kota,Rajasthan
25468,"Aklank College of Education, Kota",Kota,Rajasthan
25469,"Govt Nursing College, kota",Kota,Rajasthan
25470,"Sarvodaya College of Paramedical & Nursing Education, Kota",Kota,Rajasthan
25471,"Opera College of Nursing, Nayapura",Kota,Rajasthan
25472,"Florence Nursing College, Talwandi",Kota,Rajasthan
25473,"M B College of Nursing, Kota",Kota,Rajasthan
25474,"M D Mission College of Nursing, Kota",Kota,Rajasthan
25475,"Jaipur Nursing College, Kota",Kota,Rajasthan
25476,"Arihant College of Nursing, Kota",Kota,Rajasthan
25477,"M D Mission College of Physiotherapy, Kota",Kota,Rajasthan
25478,"Daswani College of Physiotherapy, Ranpur",Kota,Rajasthan
25479,"Inter National Institute of Fashion Design (INIFD), Kota",Kota,Rajasthan
25480,"Presidency College of Engineering, Kota",Kota,Rajasthan
25481,Maharaja Mool Singh Degree College Kota Rajasthan,Kota,Rajasthan
25482,Other,Kota,Rajasthan
25483,University Department of Rajasthan Technical University(RTU),Kota,Rajasthan
25484,"Jain Vishva Bharati Institute, Ladnun",Ladnu,Rajasthan
25485,Other,Ladnu,Rajasthan
25486,G. H. S. Govt. College Sujangarh Rajasthan,Sujangarh,Rajasthan
25487,Sona Devi Sethia P. G. Girls College Sujangarh,Sujangarh,Rajasthan
25488,Other,Sujangarh,Rajasthan
25489,"Birla Institute Of Technology & Science Department of Pharmacy, Pilani",Pilani,Rajasthan
